distance,event_type,orientation,length,width,depth,joint_number,comments,year,distance_raw,distance_aligned
41650.397,metal loss,116.0,3.9,3.5,13.0,11550,,2022,41650.397,41554.35850703874
41651.004,metal loss,119.0,3.8,1.7,16.0,11550,,2022,41651.004,41554.96467522113
41651.532,metal loss,124.0,8.2,3.0,13.0,11550,,2022,41651.532,41555.491951663134
41655.673,metal loss,293.5,2.9,0.9,10.0,11550,,2022,41655.673,41559.62727694033
41656.654,metal loss,343.0,3.1,3.9,12.0,11550,,2022,41656.654,41560.606932602466
41662.89,metal loss,285.5,2.1,1.3,18.0,11550,,2022,41662.89,41566.834386944065
41663.448,metal loss,282.5,1.9,1.1,22.0,11550,,2022,41663.448,41567.391622274816
41663.835,metal loss,282.5,3.6,1.3,21.0,11550,,2022,41663.835,41567.778091939705
41664.669,metal loss,291.0,19.3,8.1,30.0,11550,,2022,41664.669,41568.61094904697
41665.036,metal loss,62.00000000000001,5.0,2.3,15.0,11550,,2022,41665.036,41568.977446119345
41665.673,metal loss,62.50000000000001,7.6,1.9,17.0,11550,,2022,41665.673,41569.61357319048
41666.512,metal loss,54.5,6.7,3.1,13.0,11550,,2022,41666.512,41570.45142344587
41667.539,metal loss,242.50000000000003,20.8,7.9,30.0,11560,,2022,41667.539,41571.474629275435
41670.01,metal loss,346.5,1.9,3.4,15.0,11560,,2022,41670.01,41573.93402891279
41706.138,metal loss,236.5,2.2,1.9,32.0,11560,,2022,41706.138,41609.892422315505
41727.936,metal loss,46.0,1.1,1.8,15.0,11570,,2022,41727.936,41631.701135356976
41728.474,metal loss,318.5,26.9,6.3,17.0,11570,,2022,41728.474,41632.23952578765
41728.56,metal loss,43.5,2.2,1.3,12.0,11570,,2022,41728.56,41632.325588198495
41730.115,metal loss,386.0,3.4,3.1,13.0,11570,,2022,41730.115,41633.88171667376
41730.981,metal loss,333.0,2.6,1.3,12.0,11570,,2022,41730.981,41634.74834513651
41731.309,metal loss,388.5,3.5,2.4,12.0,11570,,2022,41731.309,41635.07658316859
41731.483,metal loss,358.5,2.9,2.6,12.0,11570,,2022,41731.483,41635.25070944171
41731.811,metal loss,332.5,1.6,0.7,11.0,11570,,2022,41731.811,41635.57894747379
41738.018,metal loss,233.5,6.5,4.2,27.0,11570,,2022,41738.018,41641.79045194064
41738.091,metal loss,143.0,6.3,4.3,30.0,11570,,2022,41738.091,41641.863504917295
41742.274,metal loss,252.0,7.9,4.6,19.0,11570,,2022,41742.274,41646.04954055204
41743.871,metal loss,320.5,0.9,1.3,18.0,11570,,2022,41743.871,41647.64769950702
41744.636,metal loss,49.99999999999999,4.5,2.1,14.0,11570,,2022,41744.636,41648.41325467331
41745.351,metal loss,53.0,1.6,1.7,18.0,11570,,2022,41745.351,41649.12877355422
41745.791,metal loss,50.5,1.3,1.2,15.0,11570,,2022,41745.791,41649.569092865546
41746.07,metal loss,293.0,9.5,3.8,10.0,11570,,2022,41746.07,41649.84829533796
41746.362,metal loss,57.0,1.4,1.9,19.0,11570,,2022,41746.362,41650.14050724456
41746.66,metal loss,55.5,1.7,1.3,15.0,11570,,2022,41746.66,41650.438723505424
41747.139,metal loss,52.0,1.3,1.5,19.0,11580,,2022,41747.139,41650.91749429394
41747.536,metal loss,53.5,1.1,1.8,14.0,11580,,2022,41747.536,41651.31244566836
41747.818,metal loss,48.5,1.9,1.6,16.0,11580,,2022,41747.818,41651.59299047336
41748.061,metal loss,314.5,2.1,2.0,13.0,11580,,2022,41748.061,41651.83473652873
41749.114,metal loss,329.0,1.8,1.0,13.0,11580,,2022,41749.114,41652.88230276868
41749.862,metal loss,51.0,7.5,2.6,22.0,11580,,2022,41749.862,41653.62644288975
41750.131,metal loss,255.0,5.0,2.6,11.0,11580,,2022,41750.131,41653.89405477821
41750.154,metal loss,146.5,11.4,5.4,15.0,11580,,2022,41750.154,41653.91693609209
41750.236,metal loss,230.5,3.8,4.4,30.0,11580,,2022,41750.236,41653.99851295028
41750.614,metal loss,306.5,8.5,5.3,21.0,11580,,2022,41750.614,41654.374562369754
41751.955,metal loss,289.0,2.4,1.8,17.0,11580,,2022,41751.955,41655.708642453115
41752.618,metal loss,266.0,1.4,0.3,12.0,11580,,2022,41752.618,41656.36822119679
41752.648,metal loss,313.5,0.7,0.3,17.0,11580,,2022,41752.648,41656.39806638881
41752.936,metal loss,269.5,4.1,1.7,14.0,11580,,2022,41752.936,41656.68458023221
41753.53,metal loss,312.5,4.3,3.6,23.0,11580,,2022,41753.53,41657.275515034235
41753.789,metal loss,131.5,30.1,6.3,17.0,11580,,2022,41753.789,41657.53317852535
41754.268,metal loss,263.5,0.9,0.3,13.0,11580,,2022,41754.268,41658.00970675796
41754.432,metal loss,298.5,3.0,1.3,16.0,11580,,2022,41754.432,41658.17286047435
41754.646,metal loss,259.5,1.6,0.6,19.0,11580,,2022,41754.646,41658.385756177435
41754.974,metal loss,259.5,5.4,1.3,23.0,11580,,2022,41754.974,41658.712063610204
41755.361,metal loss,298.0,2.9,1.5,14.0,11580,,2022,41755.361,41659.097066587274
41755.906,metal loss,307.5,1.0,0.7,15.0,11580,,2022,41755.906,41659.639254242335
41756.903,metal loss,309.0,2.0,1.8,15.0,11580,,2022,41756.903,41660.63110945718
41757.257,metal loss,54.0,2.2,2.0,51.0,11580,,2022,41757.257,41660.983282723035
41757.264,metal loss,309.0,2.2,1.8,16.0,11580,,2022,41757.264,41660.99024660118
41757.864,metal loss,294.0,3.3,1.3,12.0,11580,,2022,41757.864,41661.5871504416
41758.583,metal loss,305.5,10.1,2.9,17.0,11580,,2022,41758.583,41662.30244021038
41759.012,metal loss,55.00000000000001,5.6,3.2,14.0,11580,,2022,41759.012,41662.72922645629
41759.177,metal loss,243.0,5.7,4.0,41.0,11580,,2022,41759.177,41662.893375012405
41759.449,metal loss,125.0,4.2,1.7,18.0,11580,,2022,41759.449,41663.163971420065
41759.695,metal loss,297.0,5.9,4.2,17.0,11580,,2022,41759.695,41663.40870199464
41765.44,metal loss,378.5,0.8,1.3,17.0,11580,,2022,41765.44,41669.124056266744
41767.707,metal loss,69.0,65.0,12.0,47.0,11580,,2022,41767.707,41671.379357943835
41799.521,metal loss,82.5,14.3,5.4,29.0,11590,,2022,41799.521,41703.02930300843
41801.867,metal loss,301.0,2.2,1.3,22.0,11590,,2022,41801.867,41705.363218951396
41803.888,metal loss,84.0,1.4,1.7,16.0,11590,,2022,41803.888,41707.373808943186
41804.472,metal loss,85.5,1.9,2.4,16.0,11590,,2022,41804.472,41707.954800806234
41805.433,metal loss,318.0,22.8,10.4,31.0,11590,,2022,41805.433,41708.910850772634
41808.189,metal loss,291.5,65.0,18.9,27.0,11590,,2022,41808.189,41711.652654838625
41809.941,metal loss,86.5,4.2,2.4,15.0,11590,,2022,41809.941,41713.395630427745
41811.46,metal loss,87.0,3.1,1.8,14.0,11590,,2022,41811.46,41714.906806181105
41811.903,metal loss,84.0,1.4,1.0,17.0,11590,,2022,41811.903,41715.347524323784
41831.844,metal loss,225.0,3.7,2.8,15.0,11600,,2022,41831.844,41735.144065925866
41833.625,metal loss,226.5,3.0,3.3,17.0,11600,,2022,41833.625,41736.898634499215
41834.062,metal loss,134.0,1.9,1.9,16.0,11600,,2022,41834.062,41737.32914907898
41835.036,metal loss,133.5,1.9,1.9,15.0,11600,,2022,41835.036,41738.28869416064
41838.881,metal loss,100.0,4.4,7.3,32.0,11600,,2022,41838.881,41742.076631366996
41851.24,metal loss,213.5,3.4,5.1,14.0,11610,,2022,41851.24,41754.360664538166
41868.77,metal loss,246.5,0.7,0.7,22.0,11620,,2022,41868.77,41771.81986480755
41912.037,metal loss,296.5,1.9,1.3,12.0,11630,,2022,41912.037,41815.10075146654
41912.484,metal loss,215.5,0.6,0.3,16.0,11630,,2022,41912.484,41815.54508502264
41913.737,metal loss,203.5,3.1,3.2,13.0,11630,,2022,41913.737,41816.79061062845
41914.226,metal loss,197.0,10.4,3.2,13.0,11630,,2022,41914.226,41817.2766936462
41914.298,metal loss,305.5,1.7,1.0,13.0,11630,,2022,41914.298,41817.34826415188
41915.308,metal loss,198.0,4.4,2.0,17.0,11630,,2022,41915.308,41818.352239301
41916.552,metal loss,207.0,1.4,1.6,16.0,11630,,2022,41916.552,41819.5888185936
41923.278,metal loss,302.5,1.1,1.5,17.0,11630,,2022,41923.278,41826.27469666592
41923.632,metal loss,307.0,1.5,1.3,12.0,11630,,2022,41923.632,41826.62658498552
41924.111,metal loss,153.5,6.9,2.2,15.0,11630,,2022,41924.111,41827.10272765525
41924.16,metal loss,253.5,2.3,1.9,20.0,11630,,2022,41924.16,41827.15143536051
41924.281,metal loss,280.0,3.5,1.7,17.0,11630,,2022,41924.281,41827.27171357145
41925.883,metal loss,263.5,1.1,1.0,15.0,11630,,2022,41925.883,41828.86415732284
41925.906,metal loss,249.00000000000003,1.6,1.3,12.0,11630,,2022,41925.906,41828.887020123264
41925.955,metal loss,316.0,12.1,6.6,15.0,11630,,2022,41925.955,41828.93572782852
41929.472,metal loss,303.5,4.4,3.0,17.0,11630,,2022,41929.472,41832.43174822405
41930.184,metal loss,310.0,11.2,2.7,15.0,11630,,2022,41930.184,41833.13950100245
41934.859,metal loss,316.5,4.5,4.4,16.0,11630,,2022,41934.859,41837.78661369768
41940.876,metal loss,309.0,1.1,1.0,13.0,11630,,2022,41940.876,41843.76772109601
41941.791,metal loss,282.5,3.3,1.1,12.0,11630,,2022,41941.791,41844.67726293903
41947.224,metal loss,131.5,6.8,5.6,14.0,11630,,2022,41947.224,41850.077854013514
41947.47,metal loss,168.0,4.3,3.0,12.0,11630,,2022,41947.47,41850.32238657459
41947.487,metal loss,98.0,2.2,1.3,11.0,11630,,2022,41947.487,41850.339285166214
41947.53,metal loss,78.0,1.0,2.0,15.0,11630,,2022,41947.53,41850.38202866266
41948.205,metal loss,85.0,21.4,5.4,20.0,11630,,2022,41948.205,41851.053002153414
41966.414,metal loss,65.0,6.9,1.7,11.0,11640,,2022,41966.414,41869.279136215126
42063.77,metal loss,298.0,1.3,1.2,15.0,11660,,2022,42063.77,41966.514033596635
42065.276,metal loss,301.5,1.3,1.3,15.0,11660,,2022,42065.276,41968.02327117288
42065.797,metal loss,300.5,2.7,3.7,12.0,11660,,2022,42065.797,41968.54539121088
42083.219,metal loss,167.0,1.7,0.7,12.0,11670,,2022,42083.219,41985.903441576185
42140.62,metal loss,128.5,1.5,1.4,20.0,11680,,2022,42140.62,42043.23856413976
42142.641,metal loss,175.5,1.0,0.7,13.0,11680,,2022,42142.641,42045.26295075407
42143.002,metal loss,181.5,1.8,1.3,13.0,11680,,2022,42143.002,42045.62455568617
42144.009,metal loss,181.5,1.7,1.3,13.0,11680,,2022,42144.009,42046.63324312832
42144.485,metal loss,128.5,4.5,3.6,15.0,11680,,2022,42144.485,42047.11004076732
42144.993,metal loss,179.5,2.3,2.5,15.0,11680,,2022,42144.993,42047.61889202911
42770.305,metal loss,331.0,6.6,1.3,12.0,11860,,2022,42770.305,42671.5132215885
42774.934,metal loss,329.5,7.8,1.9,12.0,11860,,2022,42774.934,42676.12135413813
42776.693,metal loss,331.0,4.4,1.7,12.0,11860,,2022,42776.693,42677.872424597146
42803.543,metal loss,269.5,2.0,1.1,15.0,11870,,2022,42803.543,42704.67698507313
42814.459,metal loss,277.0,3.6,2.1,14.0,11870,,2022,42814.459,42715.6290728311
42823.196,metal loss,280.0,15.4,2.5,13.0,11870,,2022,42823.196,42724.394956922464
42830.292,metal loss,276.0,38.8,3.7,13.0,11870,,2022,42830.292,42731.5144159487
43280.112,metal loss,102.5,13.2,4.1,14.0,12010,,2022,43280.112,43180.22346203732
43304.491,metal loss,109.5,2.4,1.7,17.0,12010,,2022,43304.491,43204.54651900629
43307.805,metal loss,110.0,4.2,1.5,13.0,12010,,2022,43307.805,43207.85291429712
43309.117,metal loss,97.0,7.1,1.5,12.0,12010,,2022,43309.117,43209.16190362167
43313.058,metal loss,110.0,10.0,2.4,12.0,12010,,2022,43313.058,43213.09386012172
43392.329,metal loss,107.0,1.9,1.3,12.0,12050,,2022,43392.329,43291.903278279526
43392.431,metal loss,261.5,2.4,1.3,10.0,12050,,2022,43392.431,43292.005425876945
43393.268,metal loss,253.5,3.5,2.7,12.0,12050,,2022,43393.268,43292.843637044054
43394.193,metal loss,106.5,2.4,2.0,12.0,12050,,2022,43394.193,43293.76997555012
43394.787,metal loss,117.5,2.0,1.3,12.0,12050,,2022,43394.787,43294.36483508807
43695.354,metal loss,372.0,9.2,2.7,11.0,12130,,2022,43695.354,43594.243538726674
43712.477,metal loss,375.5,8.6,1.9,11.0,12130,,2022,43712.477,43611.41486649848
43719.085,metal loss,108.5,2.0,1.8,15.0,12130,,2022,43719.085,43618.04151684691
43721.355,metal loss,114.0,1.4,1.3,13.0,12130,,2022,43721.355,43620.317923670606
43766.385,metal loss,302.0,1.8,2.0,19.0,12140,,2022,43766.385,43665.225204015704
43810.243,metal loss,223.5,1.1,1.2,17.0,12160,,2022,43810.243,43709.19876950513
43810.659,metal loss,224.0,1.9,1.0,13.0,12160,,2022,43810.659,43709.61297666815
43811.558,metal loss,225.0,1.1,1.4,16.0,12160,,2022,43811.558,43710.50810224401
43812.182,metal loss,224.0,0.8,0.7,16.0,12160,,2022,43812.182,43711.12941298856
43812.802,metal loss,226.5,1.1,1.3,16.0,12160,,2022,43812.802,43711.74674097191
43813.428,metal loss,222.5,1.6,1.0,13.0,12160,,2022,43813.428,43712.37004309704
43813.852,metal loss,225.0,1.7,1.1,13.0,12160,,2022,43813.852,43712.79221578243
43814.662,metal loss,222.0,1.9,1.3,12.0,12160,,2022,43814.662,43713.598724921976
43815.469,metal loss,223.5,1.7,1.8,18.0,12160,,2022,43815.469,43714.402246990634
43816.312,metal loss,221.5,1.7,1.7,17.0,12160,,2022,43816.312,43715.24161390994
43817.06,metal loss,228.0,1.0,1.5,19.0,12160,,2022,43817.06,43715.98639025115
43817.477,metal loss,227.0,1.3,1.6,16.0,12160,,2022,43817.477,43716.40159310447
43818.199,metal loss,239.5,1.0,1.0,22.0,12160,,2022,43818.199,43717.120481497994
43818.524,metal loss,240.0,4.4,4.1,25.0,12160,,2022,43818.524,43717.44408084411
43826.407,metal loss,254.0,4.5,2.4,14.0,12160,,2022,43826.407,43725.29310744538
43834.18,metal loss,145.0,1.4,2.0,19.0,12160,,2022,43834.18,43733.03260811413
43835.016,metal loss,104.5,3.7,1.5,14.0,12160,,2022,43835.016,43733.86500520137
43836.112,metal loss,103.0,2.6,1.7,15.0,12160,,2022,43836.112,43734.956281765495
43836.923,metal loss,101.0,4.4,1.9,12.0,12160,,2022,43836.923,43735.76378659534
43837.776,metal loss,139.0,1.6,2.2,33.0,12160,,2022,43837.776,43736.613110417595
43837.94,metal loss,105.5,2.5,2.2,17.0,12160,,2022,43837.94,43736.7764036261
43849.987,metal loss,231.5,7.2,4.1,25.0,12170,,2022,43849.987,43748.77865086872
43850.144,metal loss,273.0,2.3,1.4,23.0,12170,,2022,43850.144,43748.935361676704
43851.155,metal loss,274.0,2.6,1.2,30.0,12170,,2022,43851.155,43749.94449942749
43856.056,metal loss,161.0,5.0,2.4,19.0,12170,,2022,43856.056,43754.83647184746
43856.811,metal loss,156.5,2.6,1.7,31.0,12170,,2022,43856.811,43755.59008114701
43857.438,metal loss,163.5,1.5,1.9,18.0,12170,,2022,43857.438,43756.21592622094
44074.918,metal loss,144.0,12.6,3.5,20.0,12220,,2022,44074.918,43972.949384546715
44075.039,metal loss,225.0,4.8,2.1,12.0,12220,,2022,44075.039,43973.06949042848
44076.909,metal loss,231.0,1.6,2.1,25.0,12230,,2022,44076.909,43974.932394444026
44078.058,metal loss,203.0,4.0,1.5,11.0,12230,,2022,44078.058,43976.083616657874
44078.799,metal loss,204.0,5.2,1.7,10.0,12230,,2022,44078.799,43976.82604978273
44084.537,metal loss,202.0,8.9,2.6,10.0,12230,,2022,44084.537,43982.57514731368
44089.564,metal loss,146.0,4.2,3.5,15.0,12230,,2022,44089.564,43987.611869741035
44090.574,metal loss,142.0,1.0,1.0,16.0,12230,,2022,44090.574,43988.6238231231
44091.818,metal loss,226.0,15.7,2.6,37.0,12230,,2022,44091.818,43989.870229070904
44092.215,metal loss,141.5,2.5,1.8,40.0,12230,,2022,44092.215,43990.267996885435
44095.2,metal loss,136.5,2.3,1.7,23.0,12230,,2022,44095.2,43993.258769999746
44105.978,metal loss,288.0,5.0,2.6,32.0,12230,,2022,44105.978,44004.057615100595
44107.559,metal loss,107.0,1.5,2.1,41.0,12230,,2022,44107.559,44005.641672820435
44110.814,metal loss,99.0,1.9,1.6,28.0,12230,,2022,44110.814,44008.902968125985
44114.898,metal loss,103.5,2.0,1.7,15.0,12230,,2022,44114.898,44012.994866752066
44117.536,metal loss,244.0,2.8,2.6,13.0,12240,,2022,44117.536,44015.63142616535
44118.156,metal loss,113.5,4.2,3.7,11.0,12240,,2022,44118.156,44016.24998266211
44118.976,metal loss,121.0,10.0,4.3,19.0,12240,,2022,44118.976,44017.06807351266
44118.986,metal loss,294.5,5.2,3.0,33.0,12240,,2022,44118.986,44017.078050230346
44119.311,metal loss,98.0,5.9,2.0,10.0,12240,,2022,44119.311,44017.402293555264
44119.698,metal loss,296.0,34.0,4.6,25.0,12240,,2022,44119.698,44017.788392529845
44119.79,metal loss,77.0,0.9,1.1,19.0,12240,,2022,44119.79,44017.88017833259
44120.456,metal loss,129.5,7.8,4.1,17.0,12240,,2022,44120.456,44018.54462773072
44120.568,metal loss,75.0,3.0,3.1,40.0,12240,,2022,44120.568,44018.65636696884
44121.775,metal loss,130.0,4.1,2.8,15.0,12240,,2022,44121.775,44019.86055679398
44122.625,metal loss,74.0,17.7,5.2,24.0,12240,,2022,44122.625,44020.708577797595
44123.468,metal loss,292.0,1.6,1.0,23.0,12240,,2022,44123.468,44021.549615098826
44125.65,metal loss,77.5,3.0,2.6,23.0,12240,,2022,44125.65,44023.7265348987
44126.106,metal loss,79.5,0.9,1.0,15.0,12240,,2022,44126.106,44024.18147322534
44126.499,metal loss,79.5,1.3,1.9,15.0,12240,,2022,44126.499,44024.57355823055
44126.821,metal loss,118.5,1.9,1.7,15.0,12240,,2022,44126.821,44024.89480854016
44126.9,metal loss,77.5,3.2,1.5,16.0,12240,,2022,44126.9,44024.9736246099
44127.172,metal loss,118.5,2.0,1.3,15.0,12240,,2022,44127.172,44025.244991331056
44127.461,metal loss,78.0,3.9,2.7,18.0,12240,,2022,44127.461,44025.53331847229
44128.041,metal loss,77.5,1.2,1.2,23.0,12240,,2022,44128.041,44026.11196809828
44128.182,metal loss,119.5,1.3,1.8,14.0,12240,,2022,44128.182,44026.25263981771
44128.32,metal loss,284.5,3.5,1.6,14.0,12240,,2022,44128.32,44026.39031852182
44129.124,metal loss,115.0,2.0,2.5,14.0,12240,,2022,44129.124,44027.19244662407
44129.216,metal loss,261.0,4.5,2.2,13.0,12240,,2022,44129.216,44027.28423242681
44129.82,metal loss,119.0,20.0,4.2,12.0,12240,,2022,44129.82,44027.886826175265
44130.879,metal loss,75.0,1.6,1.0,21.0,12240,,2022,44130.879,44028.94336057859
44131.079,metal loss,283.0,3.9,1.8,12.0,12240,,2022,44131.079,44029.14289493238
44131.519,metal loss,76.5,2.3,1.9,30.0,12240,,2022,44131.519,44029.58187051072
44131.965,metal loss,124.0,16.0,2.9,12.0,12240,,2022,44131.965,44030.02683211968
44132.083,metal loss,75.0,2.2,2.2,26.0,12240,,2022,44132.083,44030.14455738842
44132.201,metal loss,294.5,13.2,5.4,21.0,12240,,2022,44132.201,44030.26228265715
44133.491,metal loss,290.5,9.2,4.9,21.0,12240,,2022,44133.491,44031.54927923912
44133.701,metal loss,69.5,16.9,4.8,26.0,12240,,2022,44133.701,44031.75879031059
44134.813,metal loss,291.0,2.5,1.4,13.0,12240,,2022,44134.813,44032.86820131768
44135.873,metal loss,223.0,2.8,2.9,11.0,12240,,2022,44135.873,44033.925733392774
44136.43,metal loss,289.5,1.2,0.7,16.0,12240,,2022,44136.43,44034.48143656809
44137.333,metal loss,289.0,5.0,1.5,19.0,12240,,2022,44137.333,44035.382334175454
44139.429,metal loss,254.5,0.9,1.3,20.0,12240,,2022,44139.429,44037.473454203195
44139.77,metal loss,251.0,1.6,1.9,18.0,12240,,2022,44139.77,44037.81366027641
44140.331,metal loss,253.0,1.6,1.9,22.0,12240,,2022,44140.331,44038.3733541388
44140.436,metal loss,109.5,2.2,1.7,12.0,12240,,2022,44140.436,44038.47810967454
44140.64,metal loss,253.0,1.5,1.7,22.0,12240,,2022,44140.64,44038.68163471541
44140.853,metal loss,113.5,1.9,1.9,14.0,12240,,2022,44140.853,44038.8941388022
44140.994,metal loss,236.0,5.0,2.4,15.0,12240,,2022,44140.994,44039.03481052162
44141.467,metal loss,113.0,2.4,1.9,14.0,12240,,2022,44141.467,44039.50670926834
44142.231,metal loss,243.0,3.0,2.0,13.0,12240,,2022,44142.231,44040.26893049983
44142.933,metal loss,130.5,2.7,2.4,14.0,12240,,2022,44142.933,44040.96929608163
44143.497,metal loss,136.5,5.6,2.8,14.0,12240,,2022,44143.497,44041.531982959335
44148.012,metal loss,127.0,26.4,6.8,34.0,12240,,2022,44148.012,44046.03647099619
44148.724,metal loss,148.0,2.8,0.6,18.0,12240,,2022,44148.724,44046.746813295686
44148.999,metal loss,229.5,2.4,1.3,14.0,12240,,2022,44148.999,44047.02117303215
44150.469,metal loss,122.0,1.0,1.8,20.0,12240,,2022,44150.469,44048.48775053251
44153.127,metal loss,277.0,3.1,2.0,11.0,12240,,2022,44153.127,44051.13956209442
44155.348,metal loss,162.0,3.4,3.0,14.0,12240,,2022,44155.348,44053.355391093275
44156.171,metal loss,81.0,3.7,2.8,17.0,12240,,2022,44156.171,44054.17647495913
44156.201,metal loss,340.5,2.5,1.7,13.0,12240,,2022,44156.201,44054.2064051122
44157.077,metal loss,248.5,2.5,3.0,17.0,12250,,2022,44157.077,44055.081509800984
44182.021,metal loss,354.5,3.3,1.7,11.0,12250,,2022,44182.021,44080.008091675394
44182.539,metal loss,351.5,4.1,3.0,12.0,12250,,2022,44182.539,44080.52572996159
44191.788,metal loss,355.5,3.1,2.0,12.0,12250,,2022,44191.788,44089.76827148486
44192.264,metal loss,353.0,4.3,1.1,16.0,12250,,2022,44192.264,44090.24393909921
44197.27,metal loss,357.5,1.1,1.5,19.0,12260,,2022,44197.27,44095.24379224429
44273.068,metal loss,121.5,7.2,4.5,11.0,12280,,2022,44273.068,44170.92721433906
44387.119,metal loss,137.0,3.1,7.8,14.0,12300,,2022,44387.119,44284.74480220929
44393.127,metal loss,336.5,3.5,2.5,13.0,12310,,2022,44393.127,44290.75715296352
44394.567,metal loss,335.0,1.8,2.7,12.0,12310,,2022,44394.567,44292.19920480964
44414.964,metal loss,344.0,5.7,2.2,12.0,12310,,2022,44414.964,44312.625268354874
44417.005,metal loss,348.5,11.3,2.6,11.0,12310,,2022,44417.005,44314.66917656176
44444.961,metal loss,366.5,7.0,1.4,12.0,12320,,2022,44444.961,44342.590267970445
44450.61,metal loss,362.0,5.0,1.4,12.0,12320,,2022,44450.61,44348.222260953946
44451.476,metal loss,363.5,10.2,2.4,11.0,12320,,2022,44451.476,44349.08565375333
44454.98,metal loss,365.0,3.8,2.0,16.0,12320,,2022,44454.98,44352.579104525896
44715.115,metal loss,191.0,4.1,1.9,17.0,12390,,2022,44715.115,44612.47577443479
44715.961,metal loss,193.0,6.1,1.7,14.0,12390,,2022,44715.961,44613.32641896857
44718.284,metal loss,186.5,8.1,2.3,13.0,12390,,2022,44718.284,44615.6621722215
44729.738,metal loss,177.5,15.7,2.7,15.0,12390,,2022,44729.738,44627.17905459733
44813.156,metal loss,174.5,2.4,2.4,13.0,12420,,2022,44813.156,44710.499676794454
44850.505,metal loss,378.5,5.4,2.9,24.0,12420,,2022,44850.505,44747.637332024875
44854.236,metal loss,134.5,1.2,0.7,14.0,12430,,2022,44854.236,44751.349285749755
44855.636,metal loss,240.0,2.0,0.9,11.0,12430,,2022,44855.636,44752.742471067395
44856.161,metal loss,238.5,2.2,2.4,36.0,12430,,2022,44856.161,44753.264915561514
44861.407,metal loss,241.0,13.5,8.9,16.0,12430,,2022,44861.407,44758.48537997317
44863.898,metal loss,222.5,2.1,1.0,10.0,12430,,2022,44863.898,44760.9642547062
44864.695,metal loss,163.0,2.2,1.8,12.0,12430,,2022,44864.695,44761.757375204885
44865.269,metal loss,181.5,1.3,0.7,13.0,12430,,2022,44865.269,44762.32858118512
44867.779,metal loss,144.0,15.3,5.2,20.0,12430,,2022,44867.779,44764.82636343317
44872.766,metal loss,150.0,10.3,5.6,17.0,12430,,2022,44872.766,44769.78908856107
44875.266,metal loss,352.5,6.5,2.6,14.0,12430,,2022,44875.266,44772.276919485426
44875.42,metal loss,378.0,2.2,1.0,17.0,12430,,2022,44875.42,44772.43016987036
44886.68,metal loss,35.5,1.0,1.3,16.0,12430,,2022,44886.68,44783.63536035365
44889.206,metal loss,34.5,8.8,4.4,12.0,12430,,2022,44889.206,44786.14906471961
44890.682,metal loss,348.5,2.1,1.8,12.0,12430,,2022,44890.682,44787.61788009735
44891.969,metal loss,354.0,3.1,3.4,14.0,12440,,2022,44891.969,44788.89873865134
44892.897,metal loss,365.0,9.5,4.1,13.0,12440,,2022,44892.897,44789.82366863169
44895.823,metal loss,379.5,2.9,1.9,10.0,12440,,2022,44895.823,44792.7399888068
44896.247,metal loss,374.5,1.3,1.3,12.0,12440,,2022,44896.247,44793.162586125414
44934.108,metal loss,121.0,4.5,3.8,11.0,12450,,2022,44934.108,44830.90903201601
44936.293,metal loss,123.5,6.9,1.8,12.0,12450,,2022,44936.293,44833.0984042021
44943.537,metal loss,121.0,9.2,2.4,16.0,12450,,2022,44943.537,44840.35689944972
44946.319,metal loss,122.0,8.8,2.4,13.0,12450,,2022,44946.319,44843.14446623312
44949.373,metal loss,123.5,9.7,2.8,11.0,12450,,2022,44949.373,44846.20457728864
44959.104,metal loss,126.5,3.0,1.3,12.0,12450,,2022,44959.104,44855.95504902451
45044.078,metal loss,381.5,4.3,1.9,10.0,12470,,2022,45044.078,44940.78945081988
45048.025,metal loss,381.5,6.9,2.3,12.0,12470,,2022,45048.025,44944.74110915802
45049.019,metal loss,377.0,13.8,2.8,12.0,12470,,2022,45049.019,44945.73628229917
45050.955,metal loss,377.5,4.6,1.8,15.0,12470,,2022,45050.955,44947.674567209906
45092.989,metal loss,259.0,3.1,4.9,24.0,12490,,2022,45092.989,44989.55029337531
45100.282,metal loss,128.5,5.0,4.2,14.0,12490,,2022,45100.282,44996.85659744608
45130.902,metal loss,199.0,13.3,6.7,13.0,12490,,2022,45130.902,45027.53245520654
45132.421,metal loss,218.5,6.1,2.7,14.0,12500,,2022,45132.421,45029.05317494867
45133.465,metal loss,221.0,1.2,1.9,16.0,12500,,2022,45133.465,45030.09022854881
45136.503,metal loss,257.0,7.6,2.9,21.0,12500,,2022,45136.503,45033.10801479136
45140.499,metal loss,228.0,9.8,7.9,22.0,12500,,2022,45140.499,45037.07742684707
45141.188,metal loss,258.5,4.9,3.4,10.0,12500,,2022,45141.188,45037.7618424893
45171.713,metal loss,54.5,1.5,2.4,15.0,12500,,2022,45171.713,45068.08374013703
45173.451,metal loss,325.5,11.7,3.5,10.0,12510,,2022,45173.451,45069.81361190541
45177.749,metal loss,331.5,4.6,1.9,14.0,12510,,2022,45177.749,45074.10338289778
45181.683,metal loss,213.5,2.4,1.3,17.0,12510,,2022,45181.683,45078.029850809355
45185.666,metal loss,333.5,4.9,1.9,13.0,12510,,2022,45185.666,45082.00522490488
45187.949,metal loss,338.5,6.2,2.8,10.0,12510,,2022,45187.949,45084.2838538429
