type,joint,dist_15,dist_22,shift
Girth Weld,15920.0,56929.97,57058.986,129.02
Girth Weld,15930.0,56947.14,57076.266,129.13
Girth Weld,15940.0,56965.61,57094.76,129.15
Girth Weld,15950.0,56971.73,57100.869,129.14
Girth Weld,15960.0,57011.76,57140.866,129.11
Girth Weld,15970.0,57027.92,57157.172,129.25
Girth Weld,15980.0,57035.44,57164.774,129.33
Girth Weld,15990.0,57075.61,57204.77,129.16
Girth Weld,16000.0,57110.89,57240.203,129.31
Girth Weld,16010.0,57121.12,57250.614,129.49
Girth Weld,16020.0,57138.04,57267.254,129.21
Girth Weld,16030.0,57178.03,57307.441,129.41
Girth Weld,16040.0,57199.96,57329.662,129.7
Area Start Casing,16040.0,57205.77,57335.344,129.57
Girth Weld,16050.0,57216.7,57346.355,129.66
Area End Casing,16050.0,57217.8,57347.51,129.71
Girth Weld,16060.0,57231.15,57361.03,129.88
Girth Weld,16070.0,57271.34,57401.083,129.74
Girth Weld,16080.0,57277.14,57406.903,129.76
Girth Weld,16090.0,57282.14,57411.821,129.68
Tee,16100.0,57302.01,57431.778,129.77
Tap,16110.0,57310.67,57425.741,115.07
Tap,16110.0,57311.04,57440.768,129.73
Valve,16110.0,57312.38,57442.454,130.07
Tap,16110.0,57313.67,57441.145,127.47
Tap,16110.0,57314.16,57443.937,129.78
Tap,16110.0,57315.86,57444.272,128.41
