distance,event_type,orientation,length,width,depth,joint_number,comments,year
41634.111,metal loss,144.0,4.7,2.9,16.0,11550,,2022
41634.774,metal loss,212.0,2.4,1.5,17.0,11550,,2022
41635.315,metal loss,216.5,14.3,4.3,21.0,11550,,2022
41636.693,metal loss,142.0,2.0,1.5,16.0,11550,,2022
41637.671,metal loss,157.0,1.9,1.3,12.0,11550,,2022
41638.586,metal loss,186.5,1.8,2.5,13.0,11550,,2022
41644.272,metal loss,48.5,15.9,8.0,15.0,11550,,2022
41645.397,metal loss,132.0,1.8,1.2,14.0,11550,,2022
41645.466,metal loss,226.0,2.0,1.0,15.0,11550,,2022
41645.873,metal loss,221.0,4.0,1.3,11.0,11550,,2022
41646.434,metal loss,125.00000000000001,3.4,1.8,17.0,11550,,2022
41646.44,metal loss,230.5,2.7,1.7,14.0,11550,,2022
41646.709,metal loss,62.50000000000001,2.1,1.2,13.0,11550,,2022
41647.425,metal loss,287.5,2.7,1.6,19.0,11550,,2022
41647.51,metal loss,115.5,2.0,1.2,16.0,11550,,2022
41647.677,metal loss,307.0,10.5,2.6,26.0,11550,,2022
41647.743,metal loss,346.5,9.0,7.5,32.0,11550,,2022
41647.89,metal loss,115.5,1.5,1.1,16.0,11550,,2022
41648.202,metal loss,44.5,16.1,12.5,15.0,11550,,2022
41648.238,metal loss,287.5,1.1,0.7,17.0,11550,,2022
41648.376,metal loss,125.00000000000001,1.2,1.3,13.0,11550,,2022
41648.852,metal loss,363.5,2.8,3.6,15.0,11550,,2022
41648.973,metal loss,287.5,1.3,0.6,15.0,11550,,2022
41649.393,metal loss,127.0,6.1,3.9,11.0,11550,,2022
41650.397,metal loss,116.0,3.9,3.5,13.0,11550,,2022
41651.004,metal loss,119.0,3.8,1.7,16.0,11550,,2022
41651.532,metal loss,124.00000000000001,8.2,3.0,13.0,11550,,2022
41653.412,metal loss,124.00000000000001,7.8,3.3,12.0,11550,,2022
41653.858,metal loss,234.5,3.1,4.6,12.0,11550,,2022
41655.673,metal loss,293.5,2.9,0.9,10.0,11550,,2022
41655.719,metal loss,56.5,57.3,9.8,30.0,11550,,2022
41656.654,metal loss,343.0,3.1,3.9,12.0,11550,,2022
41659.741,metal loss,209.0,41.2,15.5,32.0,11550,,2022
41659.915,metal loss,296.0,16.7,8.9,17.0,11550,,2022
41661.578,metal loss,290.0,5.7,3.2,17.0,11550,,2022
41661.703,metal loss,260.5,6.3,2.6,33.0,11550,,2022
41662.89,metal loss,285.5,2.1,1.3,18.0,11550,,2022
41663.373,metal loss,232.0,27.2,9.0,15.0,11550,,2022
41663.448,metal loss,282.5,1.9,1.1,22.0,11550,,2022
41663.835,metal loss,282.5,3.6,1.3,21.0,11550,,2022
41664.669,metal loss,291.0,19.3,8.1,30.0,11550,,2022
41665.036,metal loss,62.00000000000001,5.0,2.3,15.0,11550,,2022
41665.673,metal loss,62.50000000000001,7.6,1.9,17.0,11550,,2022
41665.801,metal loss,358.5,6.3,3.7,17.0,11550,,2022
41665.896,metal loss,241.50000000000003,2.8,1.5,14.0,11550,,2022
41666.145,metal loss,223.5,3.5,2.4,11.0,11550,,2022
41666.486,metal loss,286.5,1.7,1.8,17.0,11550,,2022
41666.512,metal loss,54.5,6.7,3.1,13.0,11550,,2022
41666.896,metal loss,232.5,4.8,2.2,26.0,11560,,2022
41667.539,metal loss,242.50000000000003,20.8,7.9,30.0,11560,,2022
41670.01,metal loss,346.5,1.9,3.4,15.0,11560,,2022
41670.059,metal loss,238.0,3.3,1.9,11.0,11560,,2022
41705.988,metal loss,210.0,4.8,4.1,20.0,11560,,2022
41706.138,metal loss,236.5,2.2,1.9,32.0,11560,,2022
41706.237,metal loss,262.5,1.2,1.3,20.0,11560,,2022
41707.011,metal loss,193.0,0.7,1.4,36.0,11560,,2022
41707.641,metal loss,297.5,5.9,7.4,13.0,11570,,2022
41707.677,metal loss,229.0,3.9,4.5,19.0,11570,,2022
41707.907,metal loss,351.0,1.0,1.6,18.0,11570,,2022
41727.936,metal loss,46.0,1.1,1.8,15.0,11570,,2022
41728.474,metal loss,318.5,26.9,6.3,17.0,11570,,2022
41728.56,metal loss,43.5,2.2,1.3,12.0,11570,,2022
41730.115,metal loss,386.0,3.4,3.1,13.0,11570,,2022
41730.981,metal loss,333.0,2.6,1.3,12.0,11570,,2022
41731.309,metal loss,388.5,3.5,2.4,12.0,11570,,2022
41731.483,metal loss,358.5,2.9,2.6,12.0,11570,,2022
41731.811,metal loss,332.5,1.6,0.7,11.0,11570,,2022
41737.707,metal loss,231.5,1.1,0.9,14.0,11570,,2022
41738.018,metal loss,233.5,6.5,4.2,27.0,11570,,2022
41738.091,metal loss,143.0,6.3,4.3,30.0,11570,,2022
41739.111,metal loss,140.0,6.0,4.7,11.0,11570,,2022
41741.893,metal loss,322.0,2.7,2.4,38.0,11570,,2022
41742.274,metal loss,252.0,7.9,4.6,19.0,11570,,2022
41742.949,metal loss,316.0,8.1,4.6,15.0,11570,,2022
41743.215,metal loss,230.0,5.2,4.4,22.0,11570,,2022
41743.871,metal loss,320.5,0.9,1.3,18.0,11570,,2022
41744.636,metal loss,49.99999999999999,4.5,2.1,14.0,11570,,2022
41745.351,metal loss,53.0,1.6,1.7,18.0,11570,,2022
41745.791,metal loss,50.5,1.3,1.2,15.0,11570,,2022
41746.07,metal loss,293.0,9.5,3.8,10.0,11570,,2022
41746.362,metal loss,57.0,1.4,1.9,19.0,11570,,2022
41746.66,metal loss,55.5,1.7,1.3,15.0,11570,,2022
41747.139,metal loss,52.0,1.3,1.5,19.0,11580,,2022
41747.536,metal loss,53.5,1.1,1.8,14.0,11580,,2022
41747.818,metal loss,48.5,1.9,1.6,16.0,11580,,2022
41748.061,metal loss,314.5,2.1,2.0,13.0,11580,,2022
41749.114,metal loss,329.0,1.8,1.0,13.0,11580,,2022
41749.134,metal loss,38.5,4.0,2.3,14.0,11580,,2022
41749.708,metal loss,314.0,1.7,1.1,16.0,11580,,2022
41749.862,metal loss,51.0,7.5,2.6,22.0,11580,,2022
41750.131,metal loss,255.0,5.0,2.6,11.0,11580,,2022
41750.154,metal loss,146.5,11.4,5.4,15.0,11580,,2022
41750.236,metal loss,230.5,3.8,4.4,30.0,11580,,2022
41750.614,metal loss,306.5,8.5,5.3,21.0,11580,,2022
41750.778,metal loss,263.5,1.5,1.0,23.0,11580,,2022
41751.158,metal loss,263.5,3.1,1.5,21.0,11580,,2022
41751.955,metal loss,289.0,2.4,1.8,17.0,11580,,2022
41752.618,metal loss,266.0,1.4,0.3,12.0,11580,,2022
41752.648,metal loss,313.5,0.7,0.3,17.0,11580,,2022
41752.936,metal loss,269.5,4.1,1.7,14.0,11580,,2022
41753.53,metal loss,312.5,4.3,3.6,23.0,11580,,2022
41753.789,metal loss,131.5,30.1,6.3,17.0,11580,,2022
41754.268,metal loss,263.5,0.9,0.3,13.0,11580,,2022
41754.432,metal loss,298.5,3.0,1.3,16.0,11580,,2022
41754.646,metal loss,259.5,1.6,0.6,19.0,11580,,2022
41754.954,metal loss,231.0,9.9,5.0,16.0,11580,,2022
41754.974,metal loss,259.5,5.4,1.3,23.0,11580,,2022
41755.361,metal loss,298.0,2.9,1.5,14.0,11580,,2022
41755.906,metal loss,307.5,1.0,0.7,15.0,11580,,2022
41755.994,metal loss,198.5,8.8,10.4,15.0,11580,,2022
41756.575,metal loss,309.5,1.8,1.4,17.0,11580,,2022
41756.903,metal loss,309.0,2.0,1.8,15.0,11580,,2022
41757.257,metal loss,54.0,2.2,2.0,51.0,11580,,2022
41757.264,metal loss,309.0,2.2,1.8,16.0,11580,,2022
41757.864,metal loss,294.0,3.3,1.3,12.0,11580,,2022
41758.396,metal loss,61.49999999999999,1.4,2.9,50.0,11580,,2022
41758.583,metal loss,305.5,10.1,2.9,17.0,11580,,2022
41759.012,metal loss,55.00000000000001,5.6,3.2,14.0,11580,,2022
41759.177,metal loss,243.0,5.7,4.0,41.0,11580,,2022
41759.449,metal loss,125.00000000000001,4.2,1.7,18.0,11580,,2022
41759.695,metal loss,297.0,5.9,4.2,17.0,11580,,2022
41761.289,metal loss,264.0,3.4,1.2,21.0,11580,,2022
41765.253,metal loss,104.5,6.6,1.5,20.0,11580,,2022
41765.44,metal loss,378.5,0.8,1.3,17.0,11580,,2022
41765.443,metal loss,330.0,3.1,4.2,39.0,11580,,2022
41765.915,metal loss,269.0,8.4,2.6,23.0,11580,,2022
41765.955,metal loss,330.0,1.1,1.4,34.0,11580,,2022
41765.994,metal loss,309.5,23.3,3.1,51.0,11580,,2022
41766.309,metal loss,105.5,3.1,1.7,11.0,11580,,2022
41766.644,metal loss,61.0,5.6,2.8,19.0,11580,,2022
41767.123,metal loss,99.5,6.9,2.2,24.0,11580,,2022
41767.602,metal loss,263.0,8.4,1.8,14.0,11580,,2022
41767.707,metal loss,69.0,65.0,12.0,47.0,11580,,2022
41767.94,metal loss,100.5,6.5,1.4,25.0,11580,,2022
41768.753,metal loss,322.0,24.4,4.1,20.0,11580,,2022
41768.999,metal loss,99.5,2.3,1.7,24.0,11580,,2022
41769.452,metal loss,132.5,42.9,11.6,47.0,11580,,2022
41770.394,metal loss,267.0,3.0,1.4,19.0,11580,,2022
41770.873,metal loss,268.0,9.7,2.8,26.0,11580,,2022
41771.227,metal loss,315.0,10.9,2.5,23.0,11580,,2022
41771.732,metal loss,211.5,9.7,3.8,15.0,11580,,2022
41772.362,metal loss,300.0,6.0,3.4,42.0,11580,,2022
41772.69,metal loss,50.5,4.1,2.4,11.0,11580,,2022
41772.933,metal loss,196.5,6.5,3.9,15.0,11580,,2022
41773.166,metal loss,300.0,3.6,3.6,21.0,11580,,2022
41773.284,metal loss,258.5,1.3,2.6,46.0,11580,,2022
41773.481,metal loss,72.5,12.6,6.0,17.0,11580,,2022
41773.661,metal loss,260.0,8.7,3.8,32.0,11580,,2022
41773.983,metal loss,309.5,23.2,4.4,42.0,11580,,2022
41775.361,metal loss,73.5,1.2,1.0,14.0,11580,,2022
41776.227,metal loss,317.0,6.1,2.4,22.0,11580,,2022
41776.411,metal loss,70.5,1.3,0.9,16.0,11580,,2022
41777.208,metal loss,52.0,6.9,3.3,13.0,11580,,2022
41785.745,metal loss,75.0,2.4,2.1,15.0,11580,,2022
41785.843,metal loss,134.5,9.6,5.1,21.0,11580,,2022
41786.093,metal loss,106.5,7.8,3.7,21.0,11580,,2022
41786.913,metal loss,77.5,2.8,2.0,20.0,11580,,2022
41787.579,metal loss,127.0,3.1,3.0,24.0,11590,,2022
41787.805,metal loss,113.0,10.6,5.7,20.0,11590,,2022
41787.94,metal loss,78.0,5.6,5.3,18.0,11590,,2022
41796.716,metal loss,320.5,22.8,10.7,53.0,11590,,2022
41797.001,metal loss,62.50000000000001,18.1,12.0,45.0,11590,,2022
41797.963,metal loss,282.0,36.9,20.5,64.0,11590,,2022
41798.068,metal loss,88.0,3.0,1.2,52.0,11590,,2022
41798.927,metal loss,85.0,1.3,1.8,34.0,11590,,2022
41799.521,metal loss,82.5,14.3,5.4,29.0,11590,,2022
41800.879,metal loss,80.5,26.2,6.6,28.0,11590,,2022
41801.453,metal loss,296.5,1.5,1.0,27.0,11590,,2022
41801.867,metal loss,301.0,2.2,1.3,22.0,11590,,2022
41801.936,metal loss,229.5,5.3,2.1,12.0,11590,,2022
41802.149,metal loss,266.0,12.4,4.4,16.0,11590,,2022
41802.224,metal loss,292.5,7.6,2.3,19.0,11590,,2022
41802.91,metal loss,84.0,1.0,1.2,17.0,11590,,2022
41803.255,metal loss,83.0,5.5,2.7,16.0,11590,,2022
41803.501,metal loss,298.0,7.7,3.0,16.0,11590,,2022
41803.888,metal loss,84.0,1.4,1.7,16.0,11590,,2022
41804.472,metal loss,85.5,1.9,2.4,16.0,11590,,2022
41804.475,metal loss,291.5,1.7,1.0,17.0,11590,,2022
41804.895,metal loss,292.5,4.1,2.0,18.0,11590,,2022
41805.026,metal loss,85.5,1.3,1.0,14.0,11590,,2022
41805.417,metal loss,80.5,11.5,5.1,14.0,11590,,2022
41805.433,metal loss,318.0,22.8,10.4,31.0,11590,,2022
41806.709,metal loss,260.0,1.9,1.3,18.0,11590,,2022
41807.021,metal loss,85.5,2.6,1.9,15.0,11590,,2022
41807.457,metal loss,84.5,1.6,1.7,17.0,11590,,2022
41807.559,metal loss,299.5,1.8,1.7,24.0,11590,,2022
41808.005,metal loss,87.5,4.3,2.0,17.0,11590,,2022
41808.189,metal loss,291.5,65.0,18.9,27.0,11590,,2022
41808.675,metal loss,89.5,1.0,1.0,19.0,11590,,2022
41808.986,metal loss,90.0,5.1,3.0,13.0,11590,,2022
41809.705,metal loss,344.0,1.4,0.7,12.0,11590,,2022
41809.941,metal loss,86.5,4.2,2.4,15.0,11590,,2022
41810.486,metal loss,235.0,25.2,5.9,18.0,11590,,2022
41810.791,metal loss,84.5,5.6,2.0,13.0,11590,,2022
41811.46,metal loss,87.0,3.1,1.8,14.0,11590,,2022
41811.903,metal loss,84.0,1.4,1.0,17.0,11590,,2022
41812.205,metal loss,84.0,7.2,3.3,15.0,11590,,2022
41813.009,metal loss,273.0,97.1,18.5,39.0,11590,,2022
41813.14,metal loss,86.0,1.4,1.3,16.0,11590,,2022
41813.189,metal loss,56.5,4.6,2.6,18.0,11590,,2022
41813.635,metal loss,88.0,25.5,7.4,22.0,11590,,2022
41814.646,metal loss,302.0,8.5,3.5,23.0,11590,,2022
41814.8,metal loss,222.5,2.2,1.6,22.0,11590,,2022
41815.607,metal loss,306.0,3.4,3.1,19.0,11590,,2022
41816.125,metal loss,70.0,15.2,5.6,22.0,11590,,2022
41817.598,metal loss,84.0,2.3,2.2,17.0,11590,,2022
41817.963,metal loss,89.0,4.0,7.2,26.0,11590,,2022
41818.392,metal loss,132.5,24.4,4.4,50.0,11590,,2022
41818.615,metal loss,87.0,2.0,1.7,28.0,11590,,2022
41818.652,metal loss,304.5,1.9,1.2,21.0,11590,,2022
41819.091,metal loss,88.5,0.9,1.0,24.0,11590,,2022
41819.455,metal loss,93.0,2.6,2.0,21.0,11590,,2022
41819.957,metal loss,93.0,1.1,1.7,29.0,11590,,2022
41819.984,metal loss,276.0,4.1,1.0,13.0,11590,,2022
41820.646,metal loss,126.5,35.8,6.7,50.0,11590,,2022
41820.653,metal loss,88.0,4.1,1.4,23.0,11590,,2022
41820.85,metal loss,53.5,3.5,1.9,16.0,11590,,2022
41821.227,metal loss,85.5,11.2,4.2,29.0,11590,,2022
41821.348,metal loss,277.0,1.7,1.3,23.0,11590,,2022
41821.791,metal loss,283.5,3.2,4.8,30.0,11590,,2022
41822.569,metal loss,253.49999999999997,5.9,2.2,16.0,11590,,2022
41823.389,metal loss,109.0,1.1,1.3,26.0,11590,,2022
41831.844,metal loss,225.0,3.7,2.8,15.0,11600,,2022
41833.625,metal loss,226.5,3.0,3.3,17.0,11600,,2022
41834.062,metal loss,134.0,1.9,1.9,16.0,11600,,2022
41834.114,metal loss,228.5,2.6,1.8,23.0,11600,,2022
41835.036,metal loss,133.5,1.9,1.9,15.0,11600,,2022
41835.141,metal loss,234.0,2.0,2.0,19.0,11600,,2022
41835.673,metal loss,134.0,1.3,1.8,15.0,11600,,2022
41836.499,metal loss,134.5,1.5,1.0,15.0,11600,,2022
41837.913,metal loss,125.00000000000001,7.1,1.8,11.0,11600,,2022
41838.245,metal loss,235.0,23.5,6.8,22.0,11600,,2022
41838.858,metal loss,360.5,1.7,2.3,28.0,11600,,2022
41838.881,metal loss,100.0,4.4,7.3,32.0,11600,,2022
41839.042,metal loss,43.5,1.6,2.0,22.0,11600,,2022
41839.951,metal loss,138.5,6.7,4.3,19.0,11600,,2022
41842.523,metal loss,94.5,2.8,2.7,30.0,11610,,2022
41843.451,metal loss,328.0,4.6,4.6,19.0,11610,,2022
41844.081,metal loss,329.0,7.6,3.5,27.0,11610,,2022
41851.24,metal loss,213.5,3.4,5.1,14.0,11610,,2022
41864.61,metal loss,195.5,23.9,12.3,35.0,11610,,2022
41866.129,metal loss,158.0,10.0,3.5,36.0,11610,,2022
41866.66,metal loss,265.5,3.9,2.8,21.0,11610,,2022
41866.781,metal loss,212.0,6.4,5.2,14.0,11610,,2022
41867.116,metal loss,235.0,2.8,1.1,15.0,11610,,2022
41867.766,metal loss,233.5,3.1,2.6,18.0,11610,,2022
41867.838,metal loss,167.0,1.9,3.6,56.0,11610,,2022
41868.36,metal loss,261.5,4.9,1.5,12.0,11620,,2022
41868.376,metal loss,350.5,1.8,1.8,19.0,11620,,2022
41868.629,metal loss,83.0,2.8,1.6,30.0,11620,,2022
41868.77,metal loss,246.5,0.7,0.7,22.0,11620,,2022
41869.291,metal loss,173.0,3.8,5.6,23.0,11620,,2022
41870.344,metal loss,196.5,1.9,1.9,19.0,11620,,2022
41897.192,metal loss,167.0,2.0,1.3,30.0,11620,,2022
41901.798,metal loss,241.50000000000003,8.0,3.9,21.0,11620,,2022
41902.195,metal loss,272.5,6.1,1.9,21.0,11620,,2022
41908.835,metal loss,302.5,3.9,2.9,23.0,11630,,2022
41909.606,metal loss,299.5,8.7,5.0,26.0,11630,,2022
41910.988,metal loss,298.0,3.4,3.3,18.0,11630,,2022
41912.037,metal loss,296.5,1.9,1.3,12.0,11630,,2022
41912.484,metal loss,215.5,0.6,0.3,16.0,11630,,2022
41913.737,metal loss,203.5,3.1,3.2,13.0,11630,,2022
41914.226,metal loss,197.0,10.4,3.2,13.0,11630,,2022
41914.298,metal loss,305.5,1.7,1.0,13.0,11630,,2022
41915.308,metal loss,198.0,4.4,2.0,17.0,11630,,2022
41916.552,metal loss,207.0,1.4,1.6,16.0,11630,,2022
41923.278,metal loss,302.5,1.1,1.5,17.0,11630,,2022
41923.632,metal loss,307.0,1.5,1.3,12.0,11630,,2022
41924.111,metal loss,153.5,6.9,2.2,15.0,11630,,2022
41924.16,metal loss,253.49999999999997,2.3,1.9,20.0,11630,,2022
41924.281,metal loss,280.0,3.5,1.7,17.0,11630,,2022
41925.883,metal loss,263.5,1.1,1.0,15.0,11630,,2022
41925.906,metal loss,249.00000000000003,1.6,1.3,12.0,11630,,2022
41925.955,metal loss,316.0,12.1,6.6,15.0,11630,,2022
41929.472,metal loss,303.5,4.4,3.0,17.0,11630,,2022
41930.184,metal loss,310.0,11.2,2.7,15.0,11630,,2022
41934.859,metal loss,316.5,4.5,4.4,16.0,11630,,2022
41935.696,metal loss,314.0,5.0,3.6,17.0,11630,,2022
41936.795,metal loss,322.0,6.9,4.5,23.0,11630,,2022
41940.876,metal loss,309.0,1.1,1.0,13.0,11630,,2022
41941.791,metal loss,282.5,3.3,1.1,12.0,11630,,2022
41947.224,metal loss,131.5,6.8,5.6,14.0,11630,,2022
41947.47,metal loss,168.0,4.3,3.0,12.0,11630,,2022
41947.487,metal loss,98.0,2.2,1.3,11.0,11630,,2022
41947.53,metal loss,78.0,1.0,2.0,15.0,11630,,2022
41948.205,metal loss,85.0,21.4,5.4,20.0,11630,,2022
41948.238,metal loss,104.0,2.6,1.7,14.0,11630,,2022
41948.747,metal loss,142.0,10.0,8.6,20.0,11640,,2022
41966.414,metal loss,65.0,6.9,1.7,11.0,11640,,2022
42027.428,metal loss,258.0,3.9,1.9,14.0,11650,,2022
42027.546,metal loss,297.5,2.2,3.1,18.0,11650,,2022
42028.766,metal loss,292.5,8.5,8.0,17.0,11660,,2022
42063.77,metal loss,298.0,1.3,1.2,15.0,11660,,2022
42065.276,metal loss,301.5,1.3,1.3,15.0,11660,,2022
42065.797,metal loss,300.5,2.7,3.7,12.0,11660,,2022
42082.615,metal loss,163.5,4.4,3.6,31.0,11670,,2022
42082.838,metal loss,122.99999999999999,3.0,1.7,27.0,11670,,2022
42083.219,metal loss,167.0,1.7,0.7,12.0,11670,,2022
42107.631,metal loss,49.0,4.3,3.9,20.0,11670,,2022
42140.62,metal loss,128.5,1.5,1.4,20.0,11680,,2022
42142.641,metal loss,175.5,1.0,0.7,13.0,11680,,2022
42143.002,metal loss,181.5,1.8,1.3,13.0,11680,,2022
42144.009,metal loss,181.5,1.7,1.3,13.0,11680,,2022
42144.485,metal loss,128.5,4.5,3.6,15.0,11680,,2022
42144.993,metal loss,179.5,2.3,2.5,15.0,11680,,2022
42770.305,metal loss,331.0,6.6,1.3,12.0,11860,,2022
42774.934,metal loss,329.5,7.8,1.9,12.0,11860,,2022
42776.693,metal loss,331.0,4.4,1.7,12.0,11860,,2022
42803.543,metal loss,269.5,2.0,1.1,15.0,11870,,2022
42814.459,metal loss,277.0,3.6,2.1,14.0,11870,,2022
42823.196,metal loss,280.0,15.4,2.5,13.0,11870,,2022
42830.292,metal loss,276.0,38.8,3.7,13.0,11870,,2022
43052.06,metal loss,215.0,3.0,3.5,16.0,11930,,2022
43271.601,metal loss,234.0,2.0,1.5,36.0,11990,,2022
43280.112,metal loss,102.5,13.2,4.1,14.0,12010,,2022
43304.491,metal loss,109.5,2.4,1.7,17.0,12010,,2022
43307.805,metal loss,110.0,4.2,1.5,13.0,12010,,2022
43309.117,metal loss,97.0,7.1,1.5,12.0,12010,,2022
43313.058,metal loss,110.0,10.0,2.4,12.0,12010,,2022
43392.329,metal loss,107.0,1.9,1.3,12.0,12050,,2022
43392.431,metal loss,261.5,2.4,1.3,10.0,12050,,2022
43393.268,metal loss,253.49999999999997,3.5,2.7,12.0,12050,,2022
43394.193,metal loss,106.5,2.4,2.0,12.0,12050,,2022
43394.787,metal loss,117.5,2.0,1.3,12.0,12050,,2022
43686.093,metal loss,205.5,2.7,1.2,22.0,12120,,2022
43695.354,metal loss,372.0,9.2,2.7,11.0,12130,,2022
43708.586,metal loss,135.5,18.2,7.3,19.0,12130,,2022
43711.732,metal loss,129.0,4.7,2.6,12.0,12130,,2022
43712.477,metal loss,375.5,8.6,1.9,11.0,12130,,2022
43719.085,metal loss,108.5,2.0,1.8,15.0,12130,,2022
43721.355,metal loss,114.0,1.4,1.3,13.0,12130,,2022
43766.371,metal loss,133.0,2.6,1.9,13.0,12140,,2022
43766.385,metal loss,302.0,1.8,2.0,19.0,12140,,2022
43768.087,metal loss,158.5,3.9,4.7,26.0,12150,,2022
43810.243,metal loss,223.5,1.1,1.2,17.0,12160,,2022
43810.659,metal loss,224.0,1.9,1.0,13.0,12160,,2022
43811.558,metal loss,225.0,1.1,1.4,16.0,12160,,2022
43812.182,metal loss,224.0,0.8,0.7,16.0,12160,,2022
43812.802,metal loss,226.5,1.1,1.3,16.0,12160,,2022
43813.428,metal loss,222.5,1.6,1.0,13.0,12160,,2022
43813.852,metal loss,225.0,1.7,1.1,13.0,12160,,2022
43814.662,metal loss,222.0,1.9,1.3,12.0,12160,,2022
43815.469,metal loss,223.5,1.7,1.8,18.0,12160,,2022
43816.312,metal loss,221.5,1.7,1.7,17.0,12160,,2022
43817.06,metal loss,228.0,1.0,1.5,19.0,12160,,2022
43817.477,metal loss,227.0,1.3,1.6,16.0,12160,,2022
43818.199,metal loss,239.5,1.0,1.0,22.0,12160,,2022
43818.524,metal loss,240.0,4.4,4.1,25.0,12160,,2022
43826.407,metal loss,254.0,4.5,2.4,14.0,12160,,2022
43834.18,metal loss,145.0,1.4,2.0,19.0,12160,,2022
43835.016,metal loss,104.5,3.7,1.5,14.0,12160,,2022
43835.515,metal loss,270.0,1.9,0.9,22.0,12160,,2022
43836.112,metal loss,103.0,2.6,1.7,15.0,12160,,2022
43836.781,metal loss,248.5,1.5,1.7,19.0,12160,,2022
43836.923,metal loss,101.0,4.4,1.9,12.0,12160,,2022
43837.431,metal loss,138.0,1.9,2.6,29.0,12160,,2022
43837.467,metal loss,262.0,4.5,1.4,54.0,12160,,2022
43837.776,metal loss,139.0,1.6,2.2,33.0,12160,,2022
43837.94,metal loss,105.5,2.5,2.2,17.0,12160,,2022
43838.773,metal loss,144.0,1.4,1.7,17.0,12160,,2022
43846.109,metal loss,129.5,4.1,2.3,21.0,12160,,2022
43846.421,metal loss,194.5,2.3,3.9,65.0,12160,,2022
43847.546,metal loss,157.0,5.9,4.8,24.0,12170,,2022
43847.648,metal loss,189.0,6.8,3.0,13.0,12170,,2022
43848.412,metal loss,194.0,1.6,1.4,16.0,12170,,2022
43849.101,metal loss,200.0,4.2,4.4,49.0,12170,,2022
43849.987,metal loss,231.5,7.2,4.1,25.0,12170,,2022
43850.144,metal loss,273.0,2.3,1.4,23.0,12170,,2022
43850.771,metal loss,234.0,7.0,7.5,29.0,12170,,2022
43851.155,metal loss,274.0,2.6,1.2,30.0,12170,,2022
43851.601,metal loss,246.5,2.0,2.9,24.0,12170,,2022
43852.014,metal loss,227.0,2.5,2.1,22.0,12170,,2022
43852.411,metal loss,245.99999999999997,0.9,1.3,13.0,12170,,2022
43852.812,metal loss,246.99999999999997,1.8,2.0,26.0,12170,,2022
43853.133,metal loss,239.5,10.6,6.7,22.0,12170,,2022
43856.056,metal loss,161.0,5.0,2.4,19.0,12170,,2022
43856.811,metal loss,156.5,2.6,1.7,31.0,12170,,2022
43857.438,metal loss,163.5,1.5,1.9,18.0,12170,,2022
43858.297,metal loss,157.0,2.4,2.4,32.0,12170,,2022
43915.63,metal loss,275.5,1.8,2.8,28.0,12190,,2022
44074.918,metal loss,144.0,12.6,3.5,20.0,12220,,2022
44075.039,metal loss,225.0,4.8,2.1,12.0,12220,,2022
44076.909,metal loss,231.0,1.6,2.1,25.0,12230,,2022
44078.058,metal loss,203.0,4.0,1.5,11.0,12230,,2022
44078.799,metal loss,204.0,5.2,1.7,10.0,12230,,2022
44084.537,metal loss,202.0,8.9,2.6,10.0,12230,,2022
44089.564,metal loss,146.0,4.2,3.5,15.0,12230,,2022
44090.574,metal loss,142.0,1.0,1.0,16.0,12230,,2022
44091.644,metal loss,144.0,2.6,2.9,37.0,12230,,2022
44091.818,metal loss,226.0,15.7,2.6,37.0,12230,,2022
44092.215,metal loss,141.5,2.5,1.8,40.0,12230,,2022
44092.805,metal loss,148.0,3.6,3.5,34.0,12230,,2022
44093.294,metal loss,138.0,2.1,1.9,29.0,12230,,2022
44093.776,metal loss,143.5,2.3,2.3,37.0,12230,,2022
44093.796,metal loss,213.0,3.3,1.7,41.0,12230,,2022
44094.268,metal loss,137.0,2.4,0.9,25.0,12230,,2022
44094.564,metal loss,226.5,6.0,2.2,42.0,12230,,2022
44094.705,metal loss,141.5,2.2,2.0,35.0,12230,,2022
44095.2,metal loss,136.5,2.3,1.7,23.0,12230,,2022
44095.489,metal loss,230.0,2.0,2.2,34.0,12230,,2022
44095.499,metal loss,202.0,1.9,1.4,32.0,12230,,2022
44096.073,metal loss,238.0,1.3,2.0,25.0,12230,,2022
44096.975,metal loss,241.0,1.4,2.1,39.0,12230,,2022
44097.602,metal loss,240.50000000000003,1.4,2.5,49.0,12230,,2022
44098.005,metal loss,282.5,0.8,0.6,22.0,12230,,2022
44098.173,metal loss,240.0,1.0,2.6,55.0,12230,,2022
44098.248,metal loss,286.0,6.3,2.8,40.0,12230,,2022
44099.117,metal loss,286.5,2.0,1.5,29.0,12230,,2022
44099.268,attachment,180.0,,,,12230,,2022
44099.521,metal loss,283.5,3.3,1.9,20.0,12230,,2022
44100.177,metal loss,288.5,4.6,3.8,21.0,12230,,2022
44100.738,metal loss,279.0,3.0,3.4,24.0,12230,,2022
44101.198,metal loss,289.0,21.6,3.9,37.0,12230,,2022
44102.172,metal loss,71.5,1.9,1.5,31.0,12230,,2022
44102.192,metal loss,197.5,9.7,3.4,14.0,12230,,2022
44102.575,metal loss,108.5,2.0,2.2,29.0,12230,,2022
44102.585,metal loss,72.0,1.2,1.3,38.0,12230,,2022
44102.976,metal loss,73.0,2.0,1.7,21.0,12230,,2022
44103.343,metal loss,286.5,1.6,1.9,26.0,12230,,2022
44103.665,metal loss,213.5,11.9,4.9,14.0,12230,,2022
